timestamp,mode,direction,total,bits,raw_samples
2026-04-05T00:26:22.515555,MANUAL,NONE,-5546,1000000,3993896
2026-04-05T00:51:28.744493,RANDOM,DOWN,-1322,1000000,4000630
2026-04-05T00:56:22.419436,MANUAL,NONE,-6354,1000000,3988706
2026-04-05T01:01:01.185834,RANDOM,UP,33648,1000000,3997204
2026-04-05T01:06:09.106138,RANDOM,UP,32788,1000000,4032304
2026-04-05T01:11:14.536485,RANDOM,UP,33412,1000000,4006918
2026-04-05T01:16:37.993471,RANDOM,UP,34224,1000000,4003818
2026-04-05T01:21:30.596636,RANDOM,DOWN,-302,1000000,3993090
2026-04-05T01:28:50.318447,MANUAL,NONE,-8336,1000000,3993804
2026-04-05T01:46:40.716664,RANDOM,DOWN,-1766,1000000,3991668
2026-04-05T01:52:37.407974,RANDOM,UP,32948,1000000,4036954
2026-04-05T01:57:19.394500,RANDOM,DOWN,-1682,1000000,4017722
2026-04-05T02:02:32.723848,RANDOM,UP,35190,1000000,4030802
2026-04-05T02:07:26.811128,MANUAL,NONE,-8866,1000000,4027764
2026-04-05T02:12:46.316922,MANUAL,NONE,-10184,1000000,4041954
2026-04-05T02:17:18.109355,MANUAL,NONE,-9174,1000000,4031356
2026-04-05T02:26:56.181789,RANDOM,UP,35218,1000000,4022502
2026-04-05T02:33:49.355915,RANDOM,UP,36488,1000000,4023164
2026-04-05T02:38:49.576658,RANDOM,DOWN,-2436,1000000,3982648
2026-04-05T02:43:51.655984,RANDOM,UP,35772,1000000,4002580
2026-04-05T02:48:33.053101,RANDOM,DOWN,-2744,1000000,4026882
2026-04-05T02:53:53.902298,RANDOM,UP,35346,1000000,4042464
2026-04-06T07:38:10.665889,RANDOM,DOWN,-3070,1000000,3986614
2026-04-06T07:43:07.757084,MANUAL,NONE,-8524,1000000,3982474
2026-04-06T07:58:13.297058,RANDOM,DOWN,-3158,1000000,3986328
2026-04-06T08:03:00.801505,RANDOM,UP,36722,1000000,4015418
2026-04-06T08:07:32.866476,MANUAL,NONE,-8118,1000000,3981120
2026-04-07T07:50:19.335373,RANDOM,UP,36532,1000000,4022024
2026-04-07T07:54:51.466600,MANUAL,NONE,-7684,1000000,3978212
2026-04-07T08:00:25.048916,RANDOM,UP,36328,1000000,3987872
2026-04-07T08:05:45.076289,RANDOM,DOWN,-3736,1000000,3990562
2026-04-07T08:10:30.159489,MANUAL,NONE,-8092,1000000,3971042
2026-04-07T08:16:14.295210,RANDOM,UP,37572,1000000,3984258
2026-04-08T07:59:16.363641,RANDOM,UP,38180,1000000,4005466
2026-04-08T08:04:56.422319,RANDOM,DOWN,-4204,1000000,4002438
2026-04-08T08:09:31.251439,MANUAL,NONE,-7756,1000000,3997140
2026-04-09T08:06:57.270148,RANDOM,UP,37842,1000000,4011600
2026-04-09T08:13:24.807848,RANDOM,UP,38952,1000000,4000258
2026-04-10T18:02:24.960288,MANUAL,NONE,-6152,1000000,4109688
2026-04-10T18:30:32.669668,MANUAL,NONE,-5188,1000000,4051322
2026-04-10T18:44:02.398851,MANUAL,NONE,-3846,1000000,4059740
2026-04-10T22:21:35.570048,MANUAL,NONE,-2830,1000000,4070626
2026-04-10T22:26:34.361893,MANUAL,NONE,-3744,1000000,4076938
2026-04-10T23:18:27.272673,RANDOM,DOWN,-4626,1000000,4023196
2026-04-10T23:24:01.730235,RANDOM,UP,38116,1000000,4063570
2026-04-10T23:35:09.392596,RANDOM,DOWN,-4076,1000000,4039824
2026-04-11T00:01:42.608874,RANDOM,UP,38744,1000000,4039546
2026-04-11T00:11:28.773199,RANDOM,UP,38206,1000000,4032276
2026-04-11T00:18:05.816858,RANDOM,UP,38570,1000000,4047120
2026-04-11T02:17:59.115208,RANDOM,UP,38698,1000000,4009020
2026-04-11T18:25:14.939300,RANDOM,UP,39208,1000000,4008352
2026-04-11T18:29:53.445753,RANDOM,DOWN,-3432,1000000,4036726
2026-04-11T18:34:27.992478,MANUAL,NONE,-5570,1000000,4005004
